original_message,summary,카테고리,감성,전체 감성
베터리 용량이 작은거 말곤 좋습니다아이폰쓰는데 축구중계 전체화면으로하면화면전송이 자꾸 끊기는데...왜이러는지모르겠네요,"작은 배터리 용량, 화면 전송 끊김","배터리 용량, 화면 전송","배터리 용량: 부정, 화면 전송: 부정",부정
"유독 덥고 힘들었던 여름이 지나가고,바야흐로 캠핑의 계절이 돌아왔습니다.프로젝터를 알아보다가 급 지름신이 와서 구입해버렸..예상대로 캠핑에 최적화된 기기라고 생각합니다.화질이 다소 아쉬운게 흠이지만, 전체적으로 만족스러워요.이런 시도를 할 수 있는 건 역시 LG전자 뿐! 잘 쓸게요.","캠핑 최적화, 화질 아쉬움, 전체 만족, LG전자","캠핑, 화질, 전체, 브랜드","캠핑: 긍정, 화질: 부정, 전체: 긍정, 브랜드: 긍정",긍정
여행갈때 가져갔는데 bgm 틀어놓기에도 좋고 유튜브나 넷플릭스 보기에도 너무 좋고 편했어요. 생각보다는 조금 크고 무겁지만 만족합니다.,"좋은 음질, 유튜브, 넷플릭스, 크기, 무게, 만족","음질, 유튜브, 넷플릭스, 크기, 무게","음질: 긍정, 유튜브: 긍정, 넷플릭스: 긍정, 크기: 부정, 무게: 부정",중립
너무 좋은데 너무 무거워요 ㅎ,"좋음, 무거움","품질, 무게","품질: 긍정, 무게: 부정",중립
휴대성이 있는 모니터를 하나 구매하려고 이것저것 알아보는 과정에서 스탠바이미고 광고를 보고 선택하게 되었습니다! 구매하려는 목적은 두 아이들이 이제 훌쩍 커서 닌텐도스위치 게임을 즐겨하는데 실내에서 작은 화면으로 가까이서 게임하는 모습을 보고 눈도 나빠질것 같기도하고 머리 맞대고는 하는 모습이 안쓰러워 구매를 하였고 결정적으로 구매한 이유는 봄가을이면 캠핑을 하러 자주 나가는데 캠핑장에서 음악감상이나 동영상을 시청하기 위해서 구매하였습니다. 각자 모바일기기로 시청해도 되지만 캠핑장에서 만큼은 함께하는 시간을 늘리고자 구매했습니다.이번 캠핑 때 가져가서 가족과 함께 닌텐도도 하고 동영상도 시청하였는데 밤낮을 가리지않고 화면도 선명하고 매우 만족스러웠습니다. 게다가 내장되어 있는 부르마블 게임은 정말 시간 가는줄 모르고 즐겁게 했었습니다. 아무튼 구매하길 정말 잘 한 것 같습니다. 활용하기도 너무 좋아요!!!,"휴대성, 닌텐도스위치, 캠핑, 선명한 화면, 부르마블 게임, 만족","휴대성, 닌텐도스위치, 캠핑, 화면, 게임","휴대성: 긍정, 닌텐도스위치: 긍정, 캠핑: 긍정, 화면: 긍정, 게임: 긍정",긍정
캠핑 다니면서 쓰려고 샀는데 우선 정말 무겁다는거 말고는 스탠바이미는 뭐 부족한거 없죠. 한번 완충하면 3시간? 3시간반? 정도 되구요. 선 길이도 괜찮고 리모컨 작동도 쉬워요. 스크래치 안나게 조심하려면 케이스도 있음 좋을것 같아요,"무거움, 긴 배터리, 적당한 선 길이, 쉬운 리모컨 작동, 케이스 필요","무게, 배터리, 선 길이, 리모컨 작동, 케이스","무게: 부정, 배터리: 긍정, 선 길이: 긍정, 리모컨 작동: 긍정, 케이스: 긍정",긍정
튼튼하고 화질도 거ㅐㄴ찮아요,"튼튼함, 괜찮은 화질","내구성, 화질","내구성: 긍정, 화질: 긍정",긍정
배송안내및 사용안내등은약간아쉽지만 상품은 만족하네요,"아쉬운 안내, 만족스러운 상품","배송, 사용안내, 상품","배송: 부정, 사용안내: 부정, 상품: 긍정",중립
너무 편하고 이쁩니다. 터치시 약간 딜레이가 있는거 말곤 다 마음에 들어요,"편안함, 예쁨, 터치 딜레이","편안함, 디자인, 터치","편안함: 긍정, 디자인: 긍정, 터치: 부정",긍정
배송잘받았어요 캠핑용으로 구매했어요,"배송 완료, 캠핑용 구매","배송, 구매","배송: 긍정, 구매: 중립",긍정
빠른배송 감사합니다 번창하세요.,빠른 배송,배송,배송: 긍정,긍정
스크레치는 아쉽긴하지만 반품하기 귀찮아서 그냥씁니딘,"스크래치, 반품 귀찮음","제품 상태, 반품","제품 상태: 부정, 반품: 부정",부정
빠르게 잘 받았습니다.,빠른 배송,배송,배송: 긍정,긍정
캠핑의 질이 수직 상승했습니다. 룸앤티비랑 고민하다가 이걸로 선택했는데 탁월한 선택입니다. 소리도 빵빵하고 화질도 좋습니다. 너무 무거운게 약간 불편하지만 캠핑장에서이런 티비를 볼 수 있다는게 너무 좋아요.,"탁월한 선택, 좋은 소리, 좋은 화질, 약간 무거움, 캠핑 만족","선택, 소리, 화질, 무게, 캠핑","선택: 긍정, 소리: 긍정, 화질: 긍정, 무게: 부정, 캠핑: 긍정",긍정
캠핑의 질이 수직 상승했습니다. 룸앤티비랑 고민하다가 이걸로 선택했는데 탁월한 선택입니다. 소리도 빵빵하고 화질도 좋습니다. 너무 무거운게 약간 불편하지만 캠핑장에서이런 티비를 볼 수 있다는게 너무 좋아요.,"탁월한 선택, 좋은 소리, 좋은 화질, 약간 무거움, 캠핑 만족","선택, 소리, 화질, 무게, 캠핑","선택: 긍정, 소리: 긍정, 화질: 긍정, 무게: 부정, 캠핑: 긍정",긍정
싸게 잘 구입했습니다배송도 빨라요 잘 받았습니다,"저렴한 가격, 빠른 배송","가격, 배송","가격: 긍정, 배송: 긍정",긍정
"디자인도 이쁘고 너무 맘에들어요. 배송기사님도 친절하시고 미리 전화도 주시고,,무거운거 빼고 완전 만족","예쁜 디자인, 친절한 배송기사, 만족","디자인, 배송, 서비스","디자인: 긍정, 배송: 긍정, 서비스: 긍정",긍정
와ㅡ우ㅡ탁월한 선택!!!!!!!!!!!!!!!!!!!,탁월한 선택,선택,선택: 긍정,긍정
희망하는 배송날짜에빠른 배송 너무 맘에 듭니다제품도 안전하게 잘 받았고적극 추천합니다,"빠른 배송, 안전한 제품, 적극 추천","배송, 제품","배송: 긍정, 제품: 긍정",긍정
캠핑가서 쓰력느 구매했는데 만족합니딘,"캠핑, 만족",캠핑,캠핑: 긍정,긍정
빠르게 잘받았습니다,빠른 배송,배송,배송: 긍정,긍정
#LGE.COM#스탠바이미#스탠바이미Go좋아요 다른사람도 추천하고 싶어요화질 너무 좋아요,"추천, 좋은 화질","추천, 화질","추천: 긍정, 화질: 긍정",긍정
티비 한대로 서로 보겠다고 다투는 아이들이 평화로워졌어요기본으로 깔려있는 게임앱도 재밌게하고 핸드폰이나 패드같은 작은 화면이 아니라 큰 화면으로 보니 속이 다 시원하고 화질도 너무 좋습니다.,"아이들 평화, 재미있는 게임앱, 큰 화면, 좋은 화질","아이들 평화, 게임앱, 화면 크기, 화질","아이들 평화: 긍정, 게임앱: 긍정, 화면 크기: 긍정, 화질: 긍정",긍정
놀러다닐때 가져가려고샀어요~감사합니다,여행용 구매,구매,구매: 긍정,긍정
엘무님께서 티비에나오셔서 구매하게되었어요전엘무님 광고가즈아!그리고 엄청고급지고 캠장가서 이쁘게볼게요,"광고, 고급스러움, 캠핑용","광고, 디자인, 용도","광고: 긍정, 디자인: 긍정, 용도: 긍정",긍정
친절한배송 감사합니다,친절한 배송,배송,배송: 긍정,긍정
"놀러가서 즐겁게 놀았어요. 불멍도 하고 소리가 리얼해서 좋았어요.따뜻하다 놀이도 하고, 포트리스 게임,부르마블,틀린그림찾기 등 아이가 좋아하는 게임이 많아서 시간가는 줄 모르게 사용했어요.많이 무거운 편이지만 스텐바이미고를 챙기기 편하게 가방이 구성되어있어 간편했고요. 불멍할때 타닥타닥 장작타는 소리가 정말 좋았고 실제로 장작타는 영상이 나오ㅏ서 실감났어요.시간이 지나면 장작이 점점 줄어드는 좀 더 사실적인 영상들이 업데이트된다면 좋겠어요","즐거운 놀이, 다양한 게임, 편리한 가방, 사실적인 영상","놀이, 게임, 가방, 영상","놀이: 긍정, 게임: 긍정, 가방: 긍정, 영상: 긍정",긍정
라이브 방송을 통해 구매할수있는 좋은 기회가 생겨 구매하였습니다. 저는 캠핑을 자주 다니는 캠퍼로서 스탠바이미GO를 구입한 뒤로부터 심심함을 못느낍니다!기본게임에 불멍도 다할수 있으니 아주 좋아요!구매 강추합니다,"라이브 방송, 캠핑, 스탠바이미GO, 심심함 해소, 구매 추천","라이브 방송, 캠핑, 스탠바이미GO, 심심함 해소, 구매 추천","라이브 방송: 긍정, 캠핑: 긍정, 스탠바이미GO: 긍정, 심심함 해소: 긍정, 구매 추천: 긍정",긍정
계속 고민하던 스탠바이미고!! 넘 행복해요 생각보다 좀 크거 무겁긴 합니다만 좋아여ㅋㅋ,"행복, 크기, 무게","크기, 무게","크기: 긍정, 무게: 긍정",긍정
솔직히 조금만 10kg내였음 더 좋았을꺼 같아여,무게 불만족,무게,무게: 부정,부정
좋아요 좋아요 좋아요,좋아요,서비스,서비스: 긍정,긍정
빠른 배송 너무 좋습니다. 감사합니다,빠른 배송,배송,배송: 긍정,긍정
사고싶었던 스텐바이미고 드디어 도착. 조금 무거운거 빼고는 최고.,"무거움, 최고",제품,제품: 긍정,긍정
파손에 강하고 배송 빠르고 내구성이좋다,"강한 파손, 빠른 배송, 좋은 내구성","파손, 배송, 내구성","파손: 긍정, 배송: 긍정, 내구성: 긍정",긍정
아주 좋습니다.아주 좋습니다.아주 좋습니다.아주 좋습니다.,아주 좋음,서비스,서비스: 긍정,긍정
"가끔 가는 캠핑 때 사용해도 좋지만,개인적으로 일과 가정에서도 사용하러 구매했습니다. 여러 방면에서도 활용도가 높아서 만족하며,LG전자의 품질과 성능에 믿음이 갑니다. ^^단 개인적으로 조금 아쉬운 부분은 화질인데 다음 버전은 풀HD에서 2K나 4K정도 올라가고 화면도 32인치로 업그레이드 됐으면 합니다. 그리고 구글 앱스토어도 활용할 수 있으면 좋겠습니다. ^^","다용도, 품질 만족, 화질 아쉬움, 업그레이드 희망, 구글 앱스토어 희망","다용도, 품질, 화질, 업그레이드, 앱스토어","다용도: 긍정, 품질: 긍정, 화질: 부정, 업그레이드: 긍정, 앱스토어: 긍정",긍정
전문기사님꺼서 직접 배송해 주셨습니다.외관상 첫느낌,"전문기사, 외관 첫느낌","배송, 외관","배송: 긍정, 외관: 긍정",긍정
베송도 엄청 빨랐어요!!3일만에 받았구요!!받자 마자 바로 캠핑에 가져갔는데요!!정말 진짜 사운드 완전 빵빵하고요화질도 너무 선명하고 진심 맘에 쏙 들었어요!!주변분들한테도 엄청 좋다고 꼭 사라고 전파중이네요!!,"빠른 배송, 빵빵한 사운드, 선명한 화질, 높은 만족도","배송, 사운드, 화질, 추천","배송: 긍정, 사운드: 긍정, 화질: 긍정, 추천: 긍정",긍정
베송도 엄청 빨랐어요!!3일만에 받았구요!!받자 마자 바로 캠핑에 가져갔는데요!!정말 진짜 사운드 완전 빵빵하고요화질도 너무 선명하고 진심 맘에 쏙 들었어요!!주변분들한테도 엄청 좋다고 꼭 사라고 전파중이네요!!,"빠른 배송, 빵빵한 사운드, 선명한 화질, 높은 만족도","배송, 사운드, 화질","배송: 긍정, 사운드: 긍정, 화질: 긍정",긍정
업무용으로 구매했는데 저희 아이가 더 좋아하네요^^전반적으로 만족하는제품입니다.^^,"만족, 아이 선호",제품,제품: 긍정,긍정
광고보고 사고싶어서 고민하다가 구입했네요.너무좋아요.LG는정말짱입니다.,"광고, 만족, LG","광고, 제품","광고: 긍정, 제품: 긍정",긍정
캠핑때 쓰려고 구매했는데 좋네요,"캠핑, 좋음","캠핑, 제품","캠핑: 긍정, 제품: 긍정",긍정
처음에 배터리가 장전돤 상태오 왔습니다.,배터리 장전,배터리,배터리: 긍정,긍정
회사에서 교육용으로 사용하려 구매했어요 깔끔하고 아주 좋아요,"깔끔, 좋음","구매, 품질","구매: 긍정, 품질: 긍정",긍정
이번 캠핑 여행 가서 잘쓰고 왔어요 오히려 같이 간 친구 애기들이 더 좋아 하네요 ㅎㅎㅎ 앞으로 화질만 개선해서 다음에 나오면 더 좋을것 같네요 지금도 만족 하지만요! 잘 써볼께요~,"캠핑 여행, 친구 애기들, 화질 개선, 만족","캠핑, 친구 애기들, 화질","캠핑: 긍정, 친구 애기들: 긍정, 화질: 중립",긍정
완전 신세계입니다 캠핑이 기대가 됩니다,"신세계, 캠핑 기대","경험, 기대","경험: 긍정, 기대: 긍정",긍정
너무너무 좋습니다. 엘지전자 제품 강추예요,엘지전자 제품 추천,제품,제품: 긍정,긍정
배송 너무 빠르네요. 이번 캠핑때 쓸 수 있겠어요 ㅋㅋ 닌텐도스위치 연결해서 게임하려고 샀는데 저렴하게 정말 잘샀어요 ㅋ27인치가 생각보다 크네요. 실물한번 못보고 산건데 대만족쓰임또 생각보다..12.7kg가 무거운 무게라 007가방처럼 번쩍번쩍 들고다닐 순 없지만 그래도 무선 휴대용이라 너무 만족함,"빠른 배송, 저렴한 가격, 큰 화면, 무선 휴대용, 만족","배송, 가격, 화면 크기, 휴대성","배송: 긍정, 가격: 긍정, 화면 크기: 긍정, 휴대성: 긍정",긍정
"캠핑갈때 가져가려고 구매했어요 호ㅏ질,음질 다 괜찮네요 무게는 각고했기에 문제없었어요 진작 살껄 그랬어요ㅎㅎ","화질, 음질, 적당한 무게, 만족","화질, 음질, 무게","화질: 긍정, 음질: 긍정, 무게: 긍정",긍정
"개인적으로 너무 만족스러운 제품입니다!음성인식 기능도 좋고, 캠핑 감성으로 들고다니기도 좋아요 :)","만족, 음성인식, 캠핑 감성","제품 기능, 휴대성","제품 기능: 긍정, 휴대성: 긍정",긍정
사진처럼 좋은것 같습니다.,좋은 품질,품질,품질: 긍정,긍정
빠른 배송과 친절한 안내 감사 드립니다,"빠른 배송, 친절한 안내","배송, 안내","배송: 긍정, 안내: 긍정",긍정
캠핑때 쓰면 아주좋지요,캠핑용 적합,사용,사용: 긍정,긍정
예전부터 관심가던 제품인데 드뎌 구매했네요.약간 신세계를 경험하는듯한 느낌이에요~~요새 차박다닐때 작은 폰 화면으로 놀다보니 답답했는데같이 놀러갔던 친구의 룸엔티비 보고 좀 더 통 크게 질렀습니다.결정적인 건 전현무씨가 모 방송에서 불멍영상보는장면이였죠..무선사용 시간이 3시간정도로 짧다는거랑 무게가 좀 나간다는 부분이 조금 아쉽긴 한데 이부분은 점차 보완이 되겠져?다음번 차박이 넘 기대됩니다.집에 LG제품이 하나씩 늘어가는게 흐믓해지네요~~잘 사용하겠습니다.,"신세계 경험, 작은 폰 화면, 룸엔티비, 전현무씨, 무선사용 시간, 무게, 차박 기대, LG제품 증가","경험, 화면, 제품, 무선사용 시간, 무게, 차박, LG제품","경험: 긍정, 화면: 부정, 제품: 긍정, 무선사용 시간: 부정, 무게: 부정, 차박: 긍정, LG제품: 긍정",중립
