issue,theme,긍정,부정,중립,total
룸엔TV와 스탠바이미 결합,기타,1,0,0,1
리모컨 부착 권장,기타,0,0,1,1
리모컨 사용,기술 및 기능,1,0,0,1
링크 제공,기타,0,0,1,1
리모컨 사용 가능,사용 편의성,1,0,0,1
링크 요청,기타,0,0,1,1
릴선 위치로 이동 불편,사용 용도 및 환경,0,1,0,1
리셀 가능성,제품 구매 및 결정,1,0,0,1
리브메이트 퀴즈,기타,0,0,1,1
리뷰어 신청 기간,구매 및 이벤트,0,0,1,1
리뷰 작성 포인트 적립,이벤트 및 프로모션,0,0,1,1
리뷰 개수 많음,기타,0,0,1,1
리뷰 138개,기타,0,0,1,1
리뷰,사용자 경험 및 만족도,0,0,1,1
"리버 피닉스, 윌 휘튼, 제리 오코넬, 코리 펠드만 주연",기타,0,0,1,1
리버 피닉스 출연,영화 및 문화,0,0,1,1
리버 피닉스,기타,0,0,1,1
리모콘 충전기 포함,설치 및 사용 불편,0,0,1,1
리모콘 사용 필요,기능 및 사용성,0,1,0,1
리모콘,제품 기능 및 사용성,0,0,1,1
리모컨 편리,기타,1,0,0,1
리모컨 작동 가능,사용 용도 및 기능,1,0,0,1
리모컨 없이 활용 가능,사용자 편의 및 기능,1,0,0,1
리모컨 사용 편리,사용 용도 및 기능,1,0,0,1
문학가의 꿈,영화 관련,0,0,1,1
물량 증가,기타,0,0,1,1
삼성 TV모니터 호환,제품 기능 및 사용성,0,0,1,1
블루투스 연결 가능,제품 기능 및 연결성,1,0,0,1
비스포크 사이드 테이블 관심,기타,0,0,1,1
비밀 구매로 인한 갈등,기타,0,1,0,1
비대면 학습,참여 및 체험,0,0,1,1
비대면 선호 MZ세대,소비자 반응,1,0,0,1
비대면 결제 가능,구매 및 배송,1,0,0,1
비교 예정,기타,0,0,1,1
비교,기타,0,0,1,1
블루투스 페어링,제품 성능 및 기능,1,0,0,1
블루투스 연결 용이,제품 기능 및 성능,1,0,0,1
블루투스 스피커 사용,기타,0,0,1,1
블랙 스탠드형,기타,0,0,1,1
블루투스 스피커 모드,다양한 기능 및 설정,0,0,1,1
블루투스 스피커 동글 필요,기능 및 연결성,0,1,0,1
블루투스 스피커 기능,기술 및 기능,1,0,0,1
블루투스 스피커,제품 및 모델 비교,0,0,1,1
블루투스 기능,연결 및 호환성,0,0,1,1
블루투스,제품 기능 및 디자인,0,0,1,1
블루원리조트,기타,0,0,1,1
블루라이트 차단 기능,제품 기능 및 성능,1,0,0,1
블로그 포스팅 정직성 의문,사용 후기 및 신뢰,0,1,0,1
비싼 가격 예상,기타,0,1,0,1
비싼 기기 포함 영어 프로그램 피해야 함,가격 및 구매 고려,0,1,0,1
비싼 영어 프로그램 피해야 함,기타,0,1,0,1
비쌈,가격 및 구매,0,1,0,1
빙고 스탬프 투어,이벤트 및 프로모션,0,0,1,1
빙고 스탬프 체험,이벤트 및 참여,1,0,0,1
빔프로젝트 한계 극복,사용자 경험 및 기능,1,0,0,1
빔프로젝트 판매 예정,기타,0,0,1,1
빔프로젝트 보유,기타,0,0,1,1
빔프로젝트 대안으로 구매,구매 고려 및 비교,0,0,1,1
빔프로젝트 vs 스탠바이미 선택 고민,제품 비교 및 선택 고민,0,0,1,1
빔프로젝터와 비교,기타,0,0,1,1
빔프로젝터 엑스지미 헤일로 비교,제품 비교 및 평가,0,0,1,1
빔프로젝터 사용,기타,0,0,1,1
빔프로젝터 대체,제품 기능 및 성능,1,0,0,1
빔 프로젝터와 비교,기타,0,0,1,1
빅 이벤트,기타,1,0,0,1
비행기 화물로 스피커 운반 가능 여부 질문,기타,0,0,1,1
비트버그 실시간 뉴스 제공,기타,0,0,1,1
비용 절약,가격 및 렌탈,1,0,0,1
비용 절감 대안,가격 및 경제성,1,0,0,1
비용 부담 없음,기타,1,0,0,1
비용 부담,기타,0,1,0,1
블로그 포스팅 시 활용,기타,1,0,0,1
브랜드/모델명 정보,제품 특성 및 기능,0,0,1,1
물품 상태 양호,제품 상태 및 거래 조건,1,0,0,1
부속품 충전선,부속품 및 추가 기능,0,0,1,1
분위기 연출,기타,1,0,0,1
분위기 개선,기타,1,0,0,1
북미 인기,브랜드 및 유명세,1,0,0,1
북미 및 유럽 출시,제품 및 브랜드 인식,0,0,1,1
"부피, 무게, 금액 고민",제품 불만 및 문제,0,0,1,1
부피 차지,기타,0,1,0,1
부피 문제,제품 특징 및 사용,0,1,0,1
부천동 거래 희망,가격 및 거래,0,0,1,1
부유한 백인들,기타,0,0,1,1
부산 위치,거래 및 배송,0,0,1,1
브랜드 홍보,브랜드 및 홍보,0,0,1,1
부산 및 인근지역 거래 가능,거래 및 가격,0,0,1,1
부산 및 인근 지역 거래 가능,거래 및 판매 관련,0,0,1,1
부모님 선물,기타,1,0,0,1
부드러운 화면,화질 및 화면,1,0,0,1
부드러운 물맛,기타,1,0,0,1
부동산 정보 사칭,기타,0,1,0,1
본품 없음,제품 상태 및 사용,0,0,1,1
본사 사후 관리,서비스 및 지원,1,0,0,1
본격적 판매 시작,기타,0,0,1,1
분위기 좋은 뮤직바,기타 기능 및 특징,1,0,0,1
분위기 좋은 서촌 데이트 코스,디자인 및 스타일,1,0,0,1
분위기 좋은 와인,기타,1,0,0,1
분위기 좋은 와인바,기타,1,0,0,1
브랜드 인지도,시장 반응 및 인기,0,0,1,1
브랜드 및 모델명 언급,브랜드 및 모델,0,0,1,1
브랜드 및 모델 비교,구매 및 이벤트,0,0,1,1
브랜드 LG,브랜드 및 유명세,0,0,1,1
브랜드,기타,0,0,1,1
브라이덜 샤워 스튜디오 설정,활용 및 용도,1,0,0,1
불필요한 제품,기타,0,1,0,1
불필요한 사은품 판매,구매 및 거래,0,0,1,1
불필요한 TV,개인 사정 및 기타,0,1,0,1
불친절한 응대,문제 및 불만,0,1,0,1
불안정함 우려,사용자 경험,0,1,0,1
불멍모니터,기타,0,0,1,1
불멍 세팅,기타,1,0,0,1
불멍 및 독서,기타,1,0,0,1
불멍 대체,사용 환경 및 목적,1,0,0,1
불멍 가능,제품 특성 및 용도,1,0,0,1
불량/사기회원 신고,기타,0,1,0,1
분위기 향상,기타,1,0,0,1
분위기 좋은 장소,장소 및 분위기,1,0,0,1
빙고 이벤트,이벤트 및 혜택,0,0,1,1
빠른 거래,기타,0,0,1,1
빠른 구매 결정,결제 및 구매 관련,0,0,1,1
사운드 최적화,제품 내구성 및 성능,1,0,0,1
사전 예약 혜택,구매 및 가격 혜택,0,0,1,1
사장님의 취향,기타,0,0,1,1
사이즈 정보,기타,0,0,1,1
사이즈 부담,기타,0,1,0,1
사이즈 및 무게 정보 제공,제품 선택 및 구매,0,0,1,1
사이드메뉴,기타,0,0,1,1
사은품 포함,부가 정보 및 기타,1,0,0,1
사은품 이벤트,이벤트 및 프로모션,0,0,1,1
사운드바 연결 간편,제품 기능 및 성능,1,0,0,1
사운드 만족,기능 및 연결성,1,0,0,1
빠른 구매 권장,구매 및 이벤트,0,0,1,1
사운드 10W/2.0ch,기타,0,0,1,1
사운드,기능 및 성능,0,0,1,1
사용할 일이 없음,제품 특징 및 활용,0,0,1,1
사용하기 좋음,사용 편의성,1,0,0,1
사용자 피드백 반영,제품 특성 및 기능,0,0,1,1
사용자 편의성,사용자 편의성 및 이동성,1,0,0,1
사용자 편의,다양한 기능 및 설정,0,0,1,1
사용자 친화적인 기능,편리한 조작 및 사용자 경험,1,0,0,1
사용자 참여,기타,0,0,1,1
사전구매 놓침,기타,0,1,0,1
사전예약 가능,구매 과정,0,0,1,1
사전예약 구매,가격 및 구매,0,0,1,1
사전예약 이벤트,판매 및 마케팅,0,0,1,1
삼성 M7 비교,제품 비교,0,0,1,1
삼성 M5 M7 호환,기능 및 호환성,0,0,1,1
삼성 M5 M7 M8 비교,기타,0,0,1,1
삼성 M5 M7 M8 모델,브랜드 및 모델,0,0,1,1
삼성 LG 호환,기타,0,0,1,1
삼성 LED TV,기타,0,0,1,1
삶의 활력,사용자 경험,1,0,0,1
삶의 질 향상 기대,특정 상황 및 용도,0,0,1,1
삶의 질 상승,기타,1,0,0,1
삶의 업그레이드,사용 후기 및 경험,1,0,0,1
산책 시 사용,사용 및 기능,0,0,1,1
사태의 심각성,기타,0,1,0,1
사진 촬영 어려움,기타,0,1,0,1
사진 촬영,기타 이슈 및 요구,0,0,1,1
사진 참여,기타,0,0,1,1
사진 제공,개인 사정 및 기타,0,0,1,1
사진 및 영상 미모,사운드 및 영상 품질,1,0,0,1
사전예약 혜택,제품 출시 및 홍보,1,0,0,1
사전예약 할인,마케팅 및 프로모션,1,0,0,1
사용자 만족도 질문,사용자 경험 및 만족도,0,0,1,1
사용시간 57시간,제품 상태 및 사용,0,0,1,1
사용빈도 낮음,기타,0,0,1,1
사용 방법 학습 필요,문제 및 개선점,0,0,1,1
사용 방법 문의,기타,0,0,1,1
사용 방법 모름,사용자 경험 및 평가,0,1,0,1
사용 방법,기타,0,0,1,1
사용 미흡,추천 및 계획,0,1,0,1
사용 기회 제공,기타,1,0,0,1
사무실용 렌탈 추천,기타,1,0,0,1
사무실 PT용 추천,추천 및 후기,1,0,0,1
사기피해 사례 조회 권장,가격 및 거래,0,0,1,1
빵빵한 입체적인 사운드,기타,1,0,0,1
빨리 무르지 않음,기타,1,0,0,1
빠른 판매,가격 및 구매,1,0,0,1
빠른 처리,기타,0,0,1,1
빠른 조립,제품 디자인 및 조립,1,0,0,1
빠른 정리,개인 사정 및 기타,0,0,1,1
빠른 재고 확인,기타,1,0,0,1
빠른 재고 소진,구매 및 가격,0,1,0,1
빠른 서비스,기타,1,0,0,1
빠른 배송 보장,거래 및 구매,1,0,0,1
빠른 구매 의지,가격 및 구매,0,0,1,1
사용 방법 안내,기타,0,0,1,1
사용 빈도 감소,사용 빈도 및 문제,0,0,1,1
사용법 어려움,편리한 조작 및 사용자 경험,0,1,0,1
사용 빈도 우려,기타,0,0,1,1
사용법 안내,제품 사용 및 설치,0,0,1,1
사용방법 안내,제품 설치 및 사용,1,0,0,1
사용면 및 크기 고민,제품 특징 및 사용성,0,0,1,1
사용기간 1년 미만,기타,0,0,1,1
사용감 적은 제품 구매 가능,사용자 경험,0,0,1,1
사용감 거의 없음,제품 상태 및 가격,1,0,0,1
사용 횟수 3번,제품 상태 및 사용,0,0,1,1
사용 필요 없음,추천 및 계획,0,0,1,1
사용 편리성 향상,기타,1,0,0,1
사용 추천 요청,추천 및 후기,0,0,1,1
사용 적음,기타,0,0,1,1
사용 용이성,사용자 편의성,1,0,0,1
사용 용이,사용 편의성,1,0,0,1
사용 용도 없음,기타,0,0,1,1
사용 실수,기타,0,1,0,1
사용 시기 아쉬움,기타,0,1,0,1
사용 시간 짧음,기타,0,0,1,1
사용 시간 많음,사용 편의성,0,0,1,1
사용 시간,기타,0,0,1,1
복지몰 반값 이벤트,구매 및 이벤트,0,0,1,1
복잡한 연결선,사용자 경험,0,1,0,1
보호필름 티 안남,기타,1,0,0,1
바퀴가 달린 스탠드 형태,캠핑 및 휴대성,0,0,1,1
박스 풀셋,제품 상태 및 구성,0,0,1,1
박스 포함 구성품 모두 있음,가격 및 상태,0,0,1,1
박스 포함,기타,0,0,1,1
박스 찍힘,제품 상태 및 신뢰성,0,1,0,1
박스 보장,구매 및 거래,0,0,1,1
박스 모습,기타,0,0,1,1
박스 개봉 후 상태 확인,제품 상태 및 관리,0,0,1,1
바퀴로 인한 이동 불편,이동 및 설치,0,1,0,1
바퀴로 이동 가능,기타,1,0,0,1
바퀴가 달린 거치대,이동 및 설치,0,0,1,1
배드민턴 취미,기타,0,0,1,1
바퀴 장착 만족,사용 경험,1,0,0,1
바퀴 있는 제품 편리,제품 이동성 및 설치,1,0,0,1
바퀴 이동성,기능 및 성능,1,0,0,1
바퀴 달린 스탠드 선택,제품 디자인 및 이동성,0,0,1,1
바퀴 5개 부착,이동성과 설치,0,0,1,1
바퀴,제품 내구성 및 휴대성,1,0,0,1
바질페스토샐러드스파게티 구매,기타,0,0,1,1
바이미와 스탠바이미 모드 제공,기타,0,0,1,1
바이미고 사용,기타,1,0,0,1
박스/매뉴얼 없음,기타,0,0,1,1
박스개봉X,기타,0,0,1,1
박스만 판매,제품 상태 및 사용,0,0,1,1
박스미개봉 상품,제품 상태 및 포장,0,0,1,1
배달 서비스,기타,0,0,1,1
방탄 케이스 매력,부속품 및 추가 기능,1,0,0,1
방치 우려,기타,0,1,0,1
방안에서 시청 가능,제품 설치 및 사용 환경,1,0,0,1
방수형,제품 기능 및 디자인,0,0,1,1
방수 기능 없음,기타,0,0,1,1
방송에서의 제품 노출,기타,0,0,1,1
방송 존재감,기타,1,0,0,1
방문 설치 제공,사용 경험,1,0,0,1
발표 지연 사과,사용자 경험,0,0,1,1
발송 지연,기타 이슈 및 요구,0,1,0,1
발빠른 물량 확보,시장 및 소비자 반응,0,0,1,1
받침대 필요,기타,0,0,1,1
반품 사절,제품 상태 및 거래,0,0,1,1
반품,구매 및 거래,0,1,0,1
반전,기타,0,0,1,1
반값 특가,가격 및 거래,1,0,0,1
박테리아 서식 차단,기타,1,0,0,1
박스셋 구성품,제품 상태 및 구성,0,0,1,1
바이러스 제거,기타,0,0,1,1
바른 자세 유지,기타,0,0,1,1
바둑 체스 장기 가능,기타,1,0,0,1
미러링 가능,기능 및 연결성,0,0,1,1
미래 계획에 따른 구매 결정,사용 경험 및 후기,0,0,1,1
미디어 사용 고민,사용 환경 및 조건,0,0,1,1
미니멀리즘 디자인,디자인 및 스타일,1,0,0,1
미니멀 라이프에 적합,라이프스타일 적합성,0,0,1,1
미니TV,제품 및 기능 만족,0,0,1,1
미개봉신품,제품 상태 및 판매,0,0,1,1
미개봉 제품 우선,제품 상태 및 사용,0,0,1,1
미개봉 제품 구매 희망,제품 상태 및 사용,0,0,1,1
미개봉 우선 구매,제품 상태 및 구성,0,0,1,1
미개봉 스피커,제품 구성 및 특성,0,0,1,1
미개봉 세제품,제품 상태 및 거래,0,0,1,1
미개봉 선호,거래 및 구매 관련,0,0,1,1
미개봉 미사용 새상품,가격 및 상태,0,0,1,1
미 국방성 내구성 테스트 충족,기타,1,0,0,1
미 국방부 인정,기타,1,0,0,1
미 국방부 안정성 테스트 완료,내구성 및 안전성,1,0,0,1
미 국방부 안정성 테스트,기타,0,0,1,1
미 국방부 내구성 테스트 충족,내구성 및 안전성,1,0,0,1
미 국방부 내구성 기준 충족,내구성 및 안정성,1,0,0,1
미래의 불확실성,기타,0,0,1,1
미러링 기능 좋음,다양한 기능 및 설정,1,0,0,1
바닥 원판과 스탠드 결합 용이,기술 및 기능,1,0,0,1
미러링 딜레이,제품 성능 및 기능,0,1,0,1
바다 프린팅 디자인,기타,1,0,0,1
바나나브레드 시그니처 메뉴,기타,0,0,1,1
밀스펙 지원,보호 및 내구성,0,0,1,1
밀스펙,제품 내구성 및 품질,0,0,1,1
밀리터리 스탠다스 테스트 통과,제품 내구성 및 품질,1,0,0,1
밀리터리 스탠다드 통과,제품 기능 및 디자인,1,0,0,1
밀러터리 스탠다드 테스트 통과,제품 특성 및 디자인,1,0,0,1
믿을 수 있는 거래,가격 및 거래,0,0,1,1
민트급 제품 상태,제품 상태 및 사용,1,0,0,1
민트급 상태,제품 상태 및 사용,0,0,1,1
민음사 카프카 단편집 제공,기타,1,0,0,1
믹서기 휴대,이동 및 휴대성,0,0,1,1
미사용 제품 판매,제품 상태 및 판매,0,0,1,1
미사용 새제품,거래 및 구매,0,0,1,1
미사용 새상품,사용 경험 및 후기,1,0,0,1
미사용,기타,0,0,1,1
미러링 편리,기능 및 사용 편의성,1,0,0,1
미러링 용이,사용자 편의 및 기능,1,0,0,1
미러링 불편함,기능 및 성능,0,1,0,1
배달알바,기타,0,0,1,1
배민커넥트 추천,기타,0,0,1,1
보호필름 스크래치 및 지문방지,제품 기능 및 성능,1,0,0,1
벽걸이TV 선택,설치 및 이동성,0,0,1,1
변우석 스탠바이미 모델,문화 및 엔터테인먼트,0,0,1,1
변우석 스탠바이미 광고모델,기타,0,0,1,1
변우석 스탠바이미 광고,브랜드 및 광고,0,0,1,1
변우석 모델 선정,기타,0,0,1,1
변우석 모델 기용,마케팅 및 이벤트,0,0,1,1
변우석 모델,기타,0,0,1,1
변우석 글로벌 엠버서더 발탁,문화 및 엔터테인먼트,0,0,1,1
변우석 광고,제품 인지도 및 광고,0,0,1,1
변경된 패브릭 색상,기타,0,0,1,1
벽걸이 설치 고려,설치 및 이동성,0,0,1,1
배송 가능,기타,0,0,1,1
벽걸이 사용 가능,공간 활용 및 설치,1,0,0,1
벨락 코펠세트,제품 특징 및 구성,0,0,1,1
벨락 오덕그릴세트,제품 특징 및 구성,0,0,1,1
벤E. 킹의 노래 <Stand By Me> 사용,영화 및 문화,0,0,1,1
벤 E. 킹의 노래,영화 및 문화,0,0,1,1
베젤 차이,디자인 및 외관,0,1,0,1
베젤 미포함 크기,제품 크기 및 디자인,0,0,1,1
베이징 행사에서 인우와 만남,기타,0,0,1,1
베이지 컬러 캐리백,부속품 및 추가 기능,0,0,1,1
변우석 스탠바이미 모델 발탁,광고 및 마케팅,0,0,1,1
변우석 출연,문화 및 엔터테인먼트,0,0,1,1
변우석 포토카드 출시,문화 및 엔터테인먼트,0,0,1,1
변우석의 매력,제품 인지도 및 광고,1,0,0,1
보조티비로 사용,사용 용도 및 환경,0,0,1,1
보조배터리 연결 문제,사용 편의성 및 기능,0,1,0,1
보안 패치,보안 및 안전,1,0,0,1
보안 철저,기타,0,0,1,1
보물같은 장소,기타,1,0,0,1
보드게임 탑재,제품 기능 및 성능,0,0,1,1
보드게임 및 영화 관람,기타,0,0,1,1
보드게임,기타,0,0,1,1
보관 중,제품 및 가격 정보,0,0,1,1
별점 높음,구매 및 소비자 반응,1,0,0,1
별점 7점,기타,0,0,1,1
별점 5.0점,소비자 반응,1,0,0,1
별점 4.5점,고객 경험 및 리뷰,1,0,0,1
별점 4.0점,기타,0,0,1,1
별매 거치대 필요 없음,기타,0,0,1,1
별도의 설치 불필요,제품 활용 및 기능,0,0,1,1
별도 스탠드 필요,제품 및 액세서리,0,0,1,1
별도 구매 필요,기타,0,0,1,1
변호사 사망기사,기타,0,0,1,1
베이지 컬러 만족,디자인 및 공간 활용,1,0,0,1
베이스 및 스탠드 장착 방법,기타,0,0,1,1
베스트 판매 모델,제품 인기 및 추천,1,0,0,1
배터리 있음,제품 특징 및 사용,0,0,1,1
배터리 용량 제한 충족,기타,1,0,0,1
배터리 용량 위탁수하물 기준 이하,기타,0,0,1,1
배터리 없음,기타,0,0,1,1
배터리 아쉬움,기타,0,1,0,1
배터리 수명 짧음,기타,0,1,0,1
배터리 사용 시간,사용 편의성 및 기능,0,0,1,1
배터리 부족,제품 불만 및 문제,0,1,0,1
배터리 무게,기타,0,0,1,1
배터리 내장 스탠드 일체형,기타,0,0,1,1
배터리 내장,제품 특징 및 사용,0,0,1,1
배터리 기대 이하,제품 기능 및 사양,0,1,0,1
배터리 관리,기타,1,0,0,1
배신감,기타,0,1,0,1
배송일 지정 가능,배송 및 설치,1,0,0,1
배송비 별도,가격 및 거래,0,0,1,1
배송변경으로 인한 판매,배송 및 포장,0,0,1,1
배송박스 보존,배송 및 포장,0,0,1,1
배송 일정,배송 및 포장,0,0,1,1
배송 예정,기타,0,0,1,1
배터리 유상 교체,기타,0,0,1,1
